k,Messages,UpperBound,Time,Success
15,147775,229099,24674700,1
15,147421,229099,28362300,1
15,147429,229099,25092100,1
15,147181,229099,26184000,1
15,147067,229099,30502800,1
15,147673,229099,29400800,1
15,147123,229099,32807700,1
15,147031,229099,20451600,1
15,147523,229099,23221500,1
15,147046,229099,25215500,1
15,147311,229099,31775200,1
15,147207,229099,42532400,1
15,147139,229099,31504400,1
15,147733,229099,30641800,1
15,146991,229099,30350600,1
15,147553,229099,29097000,1
15,147377,229099,30916700,1
15,147645,229099,25687000,1
15,147785,229099,27528200,1
15,147487,229099,28811600,1
15,147219,229099,24183600,1
15,147299,229099,31911300,1
15,147427,229099,28336800,1
15,147267,229099,30875600,1
15,147349,229099,38823500,1
15,148010,229099,27507800,1
15,147375,229099,31860500,1
15,147453,229099,29753500,1
15,147317,229099,41615700,1
15,147759,229099,29713000,1
15,146928,229099,26903400,1
15,147671,229099,28851900,1
15,147333,229099,32654500,1
15,147406,229099,31816400,1
15,147179,229099,47845800,1
15,146571,229099,25990300,1
15,147367,229099,29085900,1
15,147598,229099,26477600,1
15,146995,229099,30340600,1
15,147194,229099,37006500,1
15,147527,229099,30777900,1
15,147805,229099,32170500,1
15,147637,229099,32311500,1
15,147211,229099,30257100,1
15,147493,229099,32499600,1
15,147211,229099,25937700,1
15,147407,229099,33586800,1
15,147191,229099,32173600,1
15,146991,229099,43105700,1
15,147213,229099,23277400,1
15,147652,229099,28864600,1
15,147333,229099,26855600,1
15,147687,229099,29988600,1
15,147465,229099,30974800,1
15,147621,229099,24145400,1
15,146935,229099,33899200,1
15,147487,229099,29779300,1
15,147563,229099,27655100,1
15,147257,229099,26795800,1
15,147179,229099,28924600,1
15,147571,229099,25977500,1
15,147321,229099,26667900,1
15,147185,229099,23629900,1
15,147344,229099,26300600,1
15,147075,229099,20837500,1
15,147299,229099,42705300,1
15,147411,229099,28799400,1
15,147178,229099,29472600,1
15,147102,229099,27618400,1
15,147512,229099,24547500,1
15,148173,229099,28688200,1
15,147585,229099,31007700,1
15,147689,229099,30822700,1
15,147057,229099,31759800,1
15,147093,229099,32305800,1
15,146849,229099,45117700,1
15,147711,229099,21798600,1
15,146990,229099,25771200,1
15,147441,229099,30569000,1
15,147004,229099,36454300,1
15,147933,229099,36721400,1
15,147515,229099,50505100,1
15,147285,229099,33658300,1
15,147117,229099,30282900,1
15,147234,229099,31927100,1
15,147019,229099,32442000,1
15,147797,229099,32065300,1
15,147281,229099,31689700,1
15,147041,229099,30339900,1
15,147919,229099,21605900,1
15,147431,229099,28978700,1
15,146917,229099,24730300,1
15,146969,229099,31901100,1
15,147259,229099,40846000,1
15,147683,229099,29920600,1
15,147747,229099,32343900,1
15,147265,229099,30737000,1
15,147911,229099,22507700,1
15,147725,229099,27522700,1
15,147415,229099,48726200,1
15,147267,229099,42425400,1
15,147517,229099,31626700,1
15,147277,229099,27291800,1
15,147273,229099,30764100,1
15,147870,229099,27632100,1
15,147803,229099,22373700,1
15,147255,229099,28172300,1
15,146689,229099,26083200,1
15,146863,229099,47797000,1
15,146874,229099,28810900,1
15,147193,229099,30721100,1
15,147548,229099,30974900,1
15,147095,229099,31388700,1
15,146931,229099,47010300,1
15,147317,229099,26814800,1
15,147322,229099,27112100,1
15,147419,229099,24369600,1
15,147584,229099,25186800,1
15,146583,229099,26755800,1
15,147077,229099,39478600,1
15,147359,229099,43243300,1
15,147437,229099,31708400,1
15,147369,229099,37436000,1
15,146833,229099,31033100,1
15,147351,229099,26845400,1
15,147759,229099,24449700,1
15,146865,229099,25995300,1
15,147289,229099,31318900,1
15,147520,229099,33114700,1
15,147714,229099,19594400,1
15,147293,229099,20921300,1
15,147399,229099,30908000,1
15,146973,229099,25926300,1
15,147555,229099,23964800,1
15,146777,229099,29226800,1
15,146945,229099,24674200,1
15,147827,229099,31046200,1
15,147267,229099,21690000,1
15,146959,229099,24442300,1
15,147285,229099,27141600,1
15,146031,229099,35018200,1
15,147847,229099,31975900,1
15,147263,229099,29529900,1
15,147265,229099,26830700,1
15,147271,229099,30731400,1
15,147557,229099,29502400,1
15,147019,229099,31578900,1
15,147813,229099,38881300,1
15,147359,229099,24762400,1
15,147713,229099,30856800,1
15,147397,229099,20363200,1
15,147615,229099,31880400,1
15,147782,229099,30794500,1
15,147764,229099,31648900,1
15,147563,229099,27127700,1
15,147281,229099,25649900,1
15,147215,229099,30709100,1
15,147146,229099,22652500,1
15,147261,229099,27362100,1
15,147841,229099,20481600,1
15,147395,229099,28265500,1
15,147586,229099,34323200,1
15,147799,229099,27354100,1
15,147685,229099,31896700,1
15,147595,229099,23472000,1
15,147201,229099,30676200,1
15,147227,229099,26096600,1
15,147461,229099,24945800,1
15,147553,229099,29156600,1
15,147757,229099,30103700,1
15,147567,229099,30959000,1
15,147519,229099,28824100,1
15,147667,229099,23932800,1
15,147573,229099,32744700,1
15,147001,229099,28569000,1
15,147429,229099,32275700,1
15,147703,229099,27013700,1
15,147613,229099,20327500,1
15,146591,229099,27338200,1
15,147355,229099,22273000,1
15,146583,229099,30553800,1
15,147039,229099,45494700,1
15,147699,229099,24553100,1
15,147175,229099,31869700,1
15,147651,229099,33002100,1
15,147217,229099,29526600,1
15,147197,229099,25673400,1
15,147605,229099,32181200,1
15,147201,229099,25589300,1
15,147361,229099,23569200,1
15,147435,229099,29934800,1
15,147179,229099,22650200,1
15,147625,229099,20598900,1
15,147291,229099,27458100,1
15,147601,229099,26619200,1
15,147735,229099,31105900,1
15,147499,229099,26923400,1
15,147411,229099,23365500,1
15,147349,229099,31621900,1
15,147209,229099,30949300,1
15,147553,229099,26543100,1
15,147847,229099,30992500,1
15,147567,229099,25015700,1
15,147336,229099,27903400,1
15,147625,229099,29481700,1
15,147285,229099,29107900,1
15,147425,229099,40677100,1
15,147370,229099,27556900,1
15,147201,229099,30854600,1
15,147815,229099,36775800,1
15,146855,229099,30744600,1
15,147283,229099,45446700,1
15,147677,229099,36419300,1
15,147133,229099,31482100,1
15,147575,229099,24431700,1
15,148023,229099,28547600,1
15,147259,229099,23058800,1
15,147454,229099,27303300,1
15,147399,229099,30560600,1
15,147714,229099,33873100,1
15,147497,229099,41480100,1
15,147415,229099,31063900,1
15,147161,229099,31234800,1
15,147307,229099,27610900,1
15,147243,229099,23417600,1
15,147075,229099,22972900,1
15,147821,229099,30625800,1
15,147333,229099,26647900,1
15,147201,229099,29269000,1
15,147583,229099,31005500,1
15,147782,229099,34137300,1
15,147857,229099,33420400,1
15,147031,229099,31410200,1
15,147147,229099,30761800,1
15,146881,229099,28970100,1
15,147399,229099,24421300,1
15,147673,229099,28825100,1
15,147093,229099,41206600,1
15,147112,229099,33381800,1
15,147453,229099,28098900,1
15,146677,229099,26132500,1
15,146881,229099,31674200,1
15,146999,229099,30917200,1
15,146987,229099,31757900,1
15,147175,229099,28696000,1
15,147617,229099,28344700,1
15,147259,229099,23144700,1
15,147325,229099,32831500,1
15,147715,229099,31259400,1
15,147355,229099,32199400,1
15,146977,229099,27819500,1
15,147604,229099,42391700,1
15,146829,229099,36204700,1
15,146815,229099,30670100,1
15,147420,229099,25519500,1
15,147261,229099,33651800,1
15,147085,229099,27040400,1
15,147423,229099,26414400,1
15,147093,229099,34131000,1
15,147662,229099,30539000,1
15,147495,229099,30803400,1
15,147211,229099,34203500,1
15,147227,229099,31172000,1
15,146741,229099,29392200,1
15,147453,229099,28903700,1
15,147271,229099,23109800,1
15,147241,229099,27775300,1
15,146823,229099,32442700,1
15,147528,229099,26921400,1
15,147953,229099,24428100,1
15,147315,229099,27893500,1
15,147353,229099,32465500,1
15,147229,229099,27869300,1
15,148055,229099,27829200,1
15,147483,229099,50177300,1
15,147071,229099,32477100,1
15,146897,229099,30639500,1
15,148097,229099,26514800,1
15,147013,229099,23617200,1
15,147089,229099,31644800,1
15,147147,229099,27675000,1
15,147103,229099,28021000,1
15,147637,229099,45099600,1
15,147447,229099,37527100,1
15,147047,229099,31058800,1
15,147935,229099,30523900,1
15,147899,229099,30917100,1
15,147005,229099,24984200,1
15,148053,229099,27909900,1
15,147143,229099,39235900,1
15,147523,229099,28729200,1
15,147164,229099,31761800,1
15,147699,229099,25843700,1
15,147091,229099,29182300,1
15,147443,229099,30584200,1
15,147737,229099,31739100,1
15,148009,229099,23229300,1
15,147967,229099,28045800,1
15,147491,229099,41876600,1
15,147011,229099,31510800,1
15,147615,229099,23535600,1
15,147487,229099,30508000,1
15,147691,229099,21872200,1
15,147147,229099,27874700,1
15,147305,229099,31013400,1
15,147103,229099,41540900,1
15,147385,229099,31716300,1
15,147871,229099,26722600,1
15,146933,229099,26607800,1
15,147003,229099,34284100,1
15,147113,229099,25793600,1
15,147633,229099,32408700,1
15,146931,229099,37330000,1
15,147323,229099,31582100,1
15,147527,229099,27841900,1
15,147671,229099,26080200,1
15,147235,229099,30134300,1
15,147551,229099,29081200,1
15,147343,229099,30512900,1
15,147473,229099,43087700,1
15,146593,229099,31506200,1
15,147379,229099,31223000,1
15,147733,229099,26736000,1
15,147705,229099,31975700,1
15,146527,229099,30955100,1
15,147432,229099,28976600,1
15,147411,229099,30828000,1
15,147659,229099,25271900,1
15,147187,229099,43615400,1
15,146945,229099,40927600,1
15,147335,229099,32810700,1
15,147034,229099,31302600,1
15,147381,229099,31372000,1
15,147293,229099,26695900,1
15,147402,229099,32456300,1
15,147685,229099,39900300,1
15,147639,229099,26620800,1
15,146937,229099,28991500,1
15,147239,229099,24333900,1
15,147285,229099,29280200,1
15,147475,229099,40955800,1
15,147751,229099,41256400,1
15,147839,229099,31004500,1
15,147413,229099,22268800,1
15,147249,229099,26095000,1
15,147675,229099,31641600,1
15,148151,229099,30213200,1
15,147155,229099,23858800,1
15,147522,229099,26444400,1
15,147985,229099,35290800,1
15,147127,229099,31022300,1
15,146525,229099,30343800,1
15,147197,229099,31143000,1
15,147702,229099,43165600,1
15,147641,229099,23649800,1
15,147465,229099,30632400,1
15,147142,229099,28143800,1
15,147433,229099,40240900,1
15,148063,229099,28547500,1
15,147683,229099,27900200,1
15,147259,229099,24400300,1
15,148097,229099,25764100,1
15,147843,229099,31041700,1
15,146157,229099,35656600,1
15,147789,229099,44076800,1
15,148015,229099,24618600,1
15,147593,229099,31436600,1
15,146987,229099,31035100,1
15,147473,229099,31069800,1
15,147245,229099,29834500,1
15,147139,229099,31111500,1
15,146931,229099,25269900,1
15,147493,229099,35516300,1
15,147309,229099,30340300,1
15,146915,229099,25525400,1
15,147897,229099,25917300,1
15,146329,229099,24857100,1
15,146833,229099,24003700,1
15,148035,229099,23323800,1
15,146993,229099,30993400,1
15,147531,229099,29892100,1
15,147499,229099,30031500,1
15,147705,229099,31529200,1
15,147283,229099,40507100,1
15,147375,229099,27033200,1
15,146769,229099,32447300,1
15,147413,229099,29180600,1
15,147063,229099,41094500,1
15,146995,229099,34535000,1
15,147977,229099,32197400,1
15,147002,229099,28541300,1
15,147214,229099,32088400,1
15,147581,229099,19110400,1
15,148183,229099,27640900,1
15,147609,229099,45339600,1
15,147264,229099,34611700,1
15,146585,229099,31580400,1
15,147443,229099,22720300,1
15,147095,229099,26327700,1
15,147437,229099,41324400,1
15,147843,229099,30334200,1
15,147959,229099,28947700,1
15,147203,229099,27327400,1
15,147793,229099,43964700,1
15,147093,229099,30358600,1
15,146871,229099,31016200,1
15,147313,229099,26940900,1
15,147969,229099,27338000,1
15,147146,229099,26910500,1
15,147495,229099,42338600,1
15,147222,229099,28748800,1
15,147233,229099,30910900,1
15,147201,229099,23321900,1
15,147225,229099,29251400,1
15,146851,229099,28895900,1
15,147681,229099,24147800,1
15,147525,229099,42339300,1
15,146951,229099,23571600,1
15,147685,229099,32465900,1
15,147173,229099,30807600,1
15,148165,229099,23518000,1
15,147467,229099,30300400,1
15,147423,229099,34935700,1
15,147755,229099,38437200,1
15,147727,229099,31607500,1
15,146861,229099,32881600,1
15,147341,229099,33020000,1
15,148115,229099,26990700,1
15,148019,229099,23514300,1
15,146796,229099,31530200,1
15,147293,229099,23973100,1
15,147027,229099,28885100,1
15,147445,229099,24335100,1
15,147235,229099,33295500,1
15,147457,229099,31158600,1
15,147149,229099,32109300,1
15,146481,229099,28890300,1
15,147077,229099,32134300,1
15,147745,229099,23613600,1
15,147419,229099,24788300,1
15,147365,229099,32767600,1
15,147737,229099,26527600,1
15,148075,229099,30658900,1
15,147915,229099,38605000,1
15,148123,229099,25119700,1
15,147507,229099,28256400,1
15,147763,229099,30633300,1
15,147485,229099,46030400,1
15,146787,229099,41756300,1
15,147529,229099,30974800,1
15,147613,229099,29411400,1
15,147461,229099,27583100,1
15,147377,229099,23958600,1
15,147337,229099,27861100,1
15,146985,229099,24966600,1
15,147229,229099,26020500,1
15,147939,229099,20376700,1
15,147016,229099,24869100,1
15,147851,229099,31484700,1
15,148003,229099,45662000,1
15,147003,229099,31188000,1
15,147447,229099,45578700,1
15,147695,229099,27023800,1
15,147073,229099,30576400,1
15,147941,229099,26352600,1
15,147019,229099,33958500,1
15,147129,229099,30681700,1
15,147489,229099,32616300,1
15,147063,229099,33518400,1
15,147169,229099,27397700,1
15,147383,229099,24791800,1
15,147005,229099,32543300,1
15,147057,229099,30710000,1
15,147447,229099,30742300,1
15,147721,229099,31433200,1
15,146883,229099,40586100,1
15,147079,229099,28006900,1
15,147181,229099,24373900,1
15,146823,229099,25310800,1
15,147067,229099,30289800,1
15,147261,229099,21715800,1
15,147631,229099,26481100,1
15,147277,229099,29521400,1
15,147037,229099,30784100,1
15,147459,229099,30815300,1
15,147491,229099,23972600,1
15,147941,229099,24070700,1
15,147763,229099,27046800,1
15,147207,229099,24713600,1
15,147675,229099,23986500,1
15,147387,229099,30586200,1
15,146905,229099,27552400,1
15,147311,229099,38044200,1
15,147615,229099,24226100,1
15,147685,229099,30982800,1
15,147439,229099,25878200,1
15,146851,229099,32414100,1
15,147641,229099,29998400,1
15,148125,229099,33525800,1
15,147422,229099,24484000,1
15,147493,229099,31745400,1
15,147087,229099,24729500,1
15,147173,229099,38023000,1
15,146991,229099,28196000,1
15,146651,229099,29339600,1
15,147592,229099,27457700,1
15,147821,229099,29110700,1
15,148005,229099,35419500,1
15,147841,229099,25017000,1
15,147877,229099,27462500,1
15,147971,229099,31102900,1
15,147169,229099,27772100,1
15,147589,229099,23845900,1
15,147493,229099,32893800,1
15,147593,229099,26811500,1
15,147672,229099,34082600,1
15,146979,229099,30782700,1
15,147163,229099,32201600,1
15,147385,229099,39597700,1
15,147113,229099,28396800,1
15,146819,229099,23834000,1
15,147207,229099,24045200,1
15,147449,229099,30674700,1
15,147421,229099,33923700,1
15,147387,229099,25551500,1
15,147494,229099,43447600,1
15,147107,229099,27559000,1
15,147517,229099,53827500,1
15,147703,229099,19372100,1
15,147599,229099,24869100,1
15,146989,229099,31291000,1
15,147147,229099,25155800,1
15,147031,229099,29713000,1
15,147281,229099,28640900,1
15,147393,229099,32543200,1
15,147413,229099,31047100,1
15,147823,229099,36115700,1
15,147074,229099,23990600,1
15,147645,229099,29602800,1
15,146961,229099,31308800,1
15,147858,229099,29305500,1
15,147539,229099,30885100,1
15,147395,229099,24318400,1
15,148191,229099,25078900,1
15,146917,229099,30042200,1
15,147215,229099,25156100,1
15,147583,229099,30852900,1
15,147311,229099,31286700,1
15,147739,229099,26378700,1
15,147321,229099,32203300,1
15,147961,229099,24612200,1
15,148201,229099,42285000,1
15,146783,229099,30570000,1
15,147379,229099,26985900,1
15,146721,229099,33453400,1
15,147843,229099,31064000,1
15,147325,229099,22861800,1
15,148033,229099,31981200,1
15,147609,229099,23508800,1
15,147833,229099,32629300,1
15,147409,229099,40727900,1
15,147383,229099,25458400,1
15,146915,229099,31489200,1
15,146847,229099,26448300,1
15,146943,229099,31134600,1
15,147724,229099,38326100,1
15,147279,229099,30650300,1
15,147055,229099,30929400,1
15,147477,229099,33600100,1
15,147027,229099,23603800,1
15,147857,229099,26408500,1
15,147255,229099,32151100,1
15,147103,229099,25891700,1
15,147399,229099,24077900,1
15,147397,229099,25492900,1
15,147609,229099,25817100,1
15,147985,229099,38983400,1
15,147247,229099,20444200,1
15,147725,229099,31009700,1
15,146935,229099,25003200,1
15,148105,229099,24374700,1
15,146951,229099,31273000,1
15,147469,229099,25798600,1
15,147065,229099,23785800,1
15,147469,229099,28403000,1
15,147069,229099,32800000,1
15,147621,229099,23891500,1
15,147399,229099,18966000,1
15,147439,229099,28714300,1
15,147375,229099,24143800,1
15,147399,229099,25722800,1
15,147051,229099,31037200,1
15,147343,229099,29579700,1
15,147759,229099,24937200,1
15,147509,229099,30793100,1
15,147781,229099,30756200,1
15,146825,229099,38646500,1
15,147371,229099,27881300,1
15,147809,229099,30554100,1
15,147421,229099,25453800,1
15,147019,229099,25227300,1
15,147467,229099,34022400,1
15,147390,229099,27095300,1
15,147441,229099,30707000,1
15,147247,229099,43936200,1
15,148115,229099,37477200,1
15,146865,229099,29974700,1
15,147745,229099,30638600,1
15,148189,229099,31738200,1
15,147105,229099,33608500,1
15,147823,229099,23346400,1
15,146697,229099,33369100,1
15,147181,229099,31813600,1
15,147745,229099,29159200,1
15,147553,229099,24930100,1
15,147515,229099,25575000,1
15,147395,229099,42629600,1
15,148195,229099,33416100,1
15,146803,229099,30654900,1
15,147155,229099,27071300,1
15,147621,229099,35062800,1
15,147261,229099,29501400,1
15,147687,229099,31369800,1
15,147229,229099,33792000,1
15,146733,229099,41225900,1
15,147171,229099,23932200,1
15,147523,229099,30800400,1
15,146857,229099,30480600,1
15,147283,229099,22821000,1
15,147033,229099,32262800,1
15,147173,229099,27461700,1
15,147807,229099,30989900,1
15,147525,229099,24355100,1
15,147581,229099,25002900,1
15,147937,229099,30675100,1
15,147645,229099,32191100,1
15,147011,229099,32628400,1
15,146789,229099,27317500,1
15,146972,229099,24948200,1
15,147023,229099,28426500,1
15,147287,229099,31515400,1
15,147703,229099,27555100,1
15,147423,229099,28080400,1
15,147767,229099,32107300,1
15,146987,229099,26288800,1
15,147501,229099,23982300,1
15,147421,229099,26358400,1
15,147325,229099,26122200,1
15,147340,229099,41908400,1
15,147197,229099,35741200,1
15,147211,229099,32818200,1
15,147483,229099,26502100,1
15,147621,229099,33041200,1
15,147275,229099,41120800,1
15,147131,229099,23338700,1
16,294167,458441,184938100,1
16,294253,458441,56313400,1
16,294883,458441,60095400,1
16,295261,458441,63587100,1
16,294657,458441,52209800,1
16,295125,458441,90217500,1
16,294827,458441,54664400,1
16,294773,458441,61915300,1
16,295029,458441,92092800,1
16,294849,458441,52874300,1
16,295035,458441,56783200,1
16,294671,458441,61610300,1
16,294479,458441,56184000,1
16,295867,458441,54727900,1
16,294307,458441,55240700,1
16,295393,458441,71729200,1
16,295165,458441,52851500,1
16,294603,458441,57359500,1
16,295511,458441,55305100,1
16,295283,458441,61936700,1
16,295601,458441,62051600,1
16,295523,458441,59709300,1
16,295237,458441,61977100,1
16,293869,458441,55693200,1
16,293894,458441,60128100,1
16,294729,458441,61764800,1
16,294465,458441,66275200,1
16,294722,458441,60086200,1
16,294443,458441,55727500,1
16,294789,458441,69805900,1
16,294621,458441,63367600,1
16,294995,458441,57182500,1
16,294781,458441,53618400,1
16,294799,458441,66418900,1
16,294630,458441,57240200,1
16,294309,458441,50595200,1
16,294598,458441,51645800,1
16,295055,458441,56695700,1
16,294172,458441,52612400,1
16,294343,458441,57244500,1
16,295133,458441,81684100,1
16,294767,458441,55311100,1
16,295251,458441,64004900,1
16,293575,458441,73686600,1
16,294573,458441,61220500,1
16,295762,458441,60925800,1
16,294697,458441,61081300,1
16,294151,458441,60636200,1
16,295603,458441,59060100,1
16,294181,458441,62752500,1
16,295283,458441,55894400,1
16,294109,458441,52872800,1
16,294197,458441,55904500,1
16,294285,458441,61929100,1
16,295355,458441,56869000,1
16,294575,458441,54959800,1
16,294369,458441,55993600,1
16,294880,458441,54983500,1
16,295007,458441,56511900,1
16,294895,458441,55596300,1
16,294935,458441,54523100,1
16,295451,458441,59909700,1
16,294773,458441,54273400,1
16,294421,458441,52429200,1
16,294187,458441,56646300,1
16,294585,458441,63450600,1
16,294215,458441,62511400,1
16,295287,458441,56684600,1
16,294999,458441,55038900,1
16,294327,458441,53991300,1
16,294163,458441,59267000,1
16,294881,458441,54650500,1
16,295202,458441,59394900,1
16,294791,458441,54249600,1
16,294995,458441,59431700,1
16,294304,458441,57207000,1
16,294833,458441,58874900,1
16,294573,458441,57249200,1
16,293777,458441,55003200,1
16,295195,458441,52340100,1
16,295247,458441,56801000,1
16,294797,458441,55798300,1
16,294717,458441,58179300,1
16,295397,458441,52790500,1
16,294195,458441,61601300,1
16,294901,458441,56668200,1
16,294753,458441,61292100,1
16,295299,458441,57552000,1
16,295351,458441,52668200,1
16,294829,458441,61440600,1
16,294793,458441,53590900,1
16,294229,458441,61226800,1
16,294549,458441,61559800,1
16,294023,458441,53654900,1
16,293652,458441,64814100,1
16,295371,458441,54826800,1
16,294709,458441,56551800,1
16,294732,458441,58168600,1
16,295007,458441,74019800,1
16,295902,458441,52091200,1
16,294425,458441,54953700,1
16,293155,458441,54114900,1
16,295219,458441,62297300,1
16,295083,458441,68529500,1
16,295437,458441,57370600,1
16,295163,458441,64462100,1
16,294645,458441,57352300,1
16,294543,458441,54703000,1
16,294027,458441,55358200,1
16,294677,458441,56801500,1
16,294515,458441,60888800,1
16,295077,458441,58794500,1
16,294663,458441,52731700,1
16,294325,458441,55049200,1
16,294639,458441,56604600,1
16,295149,458441,73243000,1
16,295093,458441,60272800,1
16,294069,458441,59919500,1
16,295627,458441,52211200,1
16,295897,458441,55142200,1
16,293987,458441,60224900,1
16,294311,458441,55949400,1
16,294731,458441,55659800,1
16,294485,458441,53688500,1
16,294733,458441,57625000,1
16,295049,458441,51904600,1
16,294791,458441,52331200,1
16,294913,458441,61827000,1
16,294549,458441,60360700,1
16,294837,458441,55232600,1
16,294987,458441,57442400,1
16,294223,458441,59575700,1
16,294891,458441,57322100,1
16,294980,458441,56358500,1
16,294727,458441,53057400,1
16,294727,458441,60748800,1
16,294813,458441,52490000,1
16,294311,458441,56144100,1
16,294571,458441,59872000,1
16,294349,458441,54699700,1
16,295045,458441,52770100,1
16,295331,458441,72818000,1
16,295038,458441,50922900,1
16,294679,458441,62366600,1
16,294709,458441,52071900,1
16,294777,458441,62030500,1
16,294695,458441,58671400,1
16,295091,458441,60724500,1
16,293879,458441,55607200,1
16,295001,458441,98931800,1
16,294183,458441,59607200,1
16,296345,458441,65920900,1
16,295141,458441,75147100,1
16,294501,458441,57311800,1
16,295259,458441,60870200,1
16,294769,458441,60529400,1
16,295385,458441,78393700,1
16,294393,458441,57802900,1
16,295219,458441,63017300,1
16,295301,458441,56371000,1
16,294985,458441,61903700,1
16,296031,458441,61632700,1
16,294891,458441,59704700,1
16,294169,458441,60230400,1
16,295005,458441,55698200,1
16,294773,458441,59763500,1
16,295149,458441,57081300,1
16,294856,458441,61114500,1
16,294181,458441,58738800,1
16,293285,458441,51911600,1
16,294557,458441,78864600,1
16,294457,458441,63292300,1
16,295363,458441,60816300,1
16,294825,458441,58349900,1
16,294219,458441,70980500,1
16,294647,458441,58140200,1
16,294395,458441,63211600,1
16,294493,458441,62888900,1
16,293947,458441,60970700,1
16,295831,458441,59641900,1
16,294961,458441,55753200,1
16,294989,458441,56612900,1
16,294255,458441,56874300,1
16,294945,458441,57697100,1
16,295124,458441,58156600,1
16,294865,458441,57213800,1
16,295177,458441,62407700,1
16,294705,458441,55263800,1
16,294904,458441,57155300,1
16,294799,458441,56014600,1
16,294675,458441,57212500,1
16,295215,458441,56604300,1
16,294167,458441,61503200,1
16,294913,458441,54839300,1
16,294983,458441,54589500,1
16,293493,458441,57246400,1
16,294671,458441,57678900,1
16,294009,458441,63722100,1
16,296253,458441,56309800,1
16,294781,458441,57451200,1
16,293859,458441,54223200,1
16,295027,458441,53787200,1
16,295255,458441,57559000,1
16,295331,458441,57085300,1
16,295097,458441,55646100,1
16,295081,458441,56648700,1
16,293895,458441,58047400,1
16,294791,458441,56193400,1
16,295385,458441,71394200,1
16,294949,458441,62465000,1
16,294943,458441,62401700,1
16,295789,458441,60286300,1
16,294677,458441,53663000,1
16,294265,458441,74555000,1
16,294785,458441,54537800,1
16,295137,458441,62987200,1
16,294847,458441,55867400,1
16,294982,458441,59858300,1
16,294951,458441,100973800,1
16,295158,458441,56875000,1
16,295369,458441,61688300,1
16,296101,458441,56407100,1
16,295220,458441,55631000,1
16,295605,458441,56113900,1
16,295739,458441,57705800,1
16,295641,458441,52461200,1
16,294737,458441,61255600,1
16,294835,458441,61440800,1
16,295202,458441,62180800,1
16,295835,458441,61491800,1
16,294921,458441,56932600,1
16,294819,458441,63055300,1
16,295203,458441,52496500,1
16,294917,458441,78597600,1
16,294949,458441,58061100,1
16,295129,458441,61662200,1
16,294909,458441,58120700,1
16,294637,458441,70213900,1
16,294235,458441,61351900,1
16,294643,458441,57397500,1
16,294503,458441,59034300,1
16,294977,458441,56418000,1
16,294341,458441,58784400,1
16,295019,458441,64090300,1
16,294729,458441,55255500,1
16,294933,458441,74586700,1
16,294835,458441,58826700,1
16,294827,458441,65734900,1
16,294301,458441,81823600,1
16,294573,458441,53510500,1
16,294859,458441,62144300,1
16,295251,458441,100401500,1
16,294283,458441,52945400,1
16,294569,458441,63821800,1
16,295015,458441,99618900,1
16,294261,458441,53042800,1
16,294557,458441,62690300,1
16,294013,458441,92953000,1
16,294851,458441,57579100,1
16,294737,458441,63728200,1
16,295071,458441,54678600,1
16,294857,458441,60361500,1
16,295007,458441,61521900,1
16,294201,458441,57509800,1
16,294717,458441,56684400,1
16,294877,458441,54821100,1
16,294315,458441,56744400,1
16,294865,458441,55672100,1
16,295513,458441,54597400,1
16,295261,458441,56079800,1
16,294479,458441,56351600,1
16,295095,458441,55487200,1
16,295387,458441,57676400,1
16,293791,458441,56442800,1
16,294586,458441,61861000,1
16,295667,458441,54339600,1
16,294623,458441,56829000,1
16,294466,458441,60055100,1
16,293883,458441,54204400,1
16,294715,458441,66776100,1
16,294883,458441,64580200,1
16,294833,458441,81209200,1
16,295759,458441,50784500,1
16,295007,458441,61915700,1
16,295159,458441,58443700,1
16,294900,458441,56389300,1
16,294061,458441,52064200,1
16,294627,458441,74694800,1
16,294543,458441,80511400,1
16,295431,458441,78640700,1
16,294875,458441,88954700,1
16,294259,458441,78547500,1
16,295993,458441,63151300,1
16,294467,458441,57067400,1
16,295703,458441,54660200,1
16,295431,458441,51615100,1
16,294967,458441,82955000,1
16,295353,458441,61713500,1
16,294665,458441,64692900,1
16,294719,458441,55945800,1
16,293947,458441,72941700,1
16,295237,458441,61276900,1
16,294055,458441,55649200,1
16,294801,458441,87664200,1
16,294056,458441,55196200,1
16,294779,458441,61996600,1
16,294601,458441,71130900,1
16,295443,458441,57169700,1
16,295185,458441,62590400,1
16,294199,458441,60190500,1
16,294783,458441,54856500,1
16,295101,458441,59807900,1
16,295135,458441,55397800,1
16,293881,458441,98907100,1
16,295300,458441,55701400,1
16,295524,458441,56437300,1
16,295217,458441,71265300,1
16,295057,458441,72322300,1
16,294349,458441,58590300,1
16,294657,458441,51989100,1
16,294473,458441,56048800,1
16,293445,458441,60884200,1
16,294085,458441,62876400,1
16,294295,458441,55694300,1
16,295251,458441,57420500,1
16,295337,458441,88658800,1
16,294605,458441,58324000,1
16,294765,458441,64673900,1
16,294701,458441,65452900,1
16,294429,458441,79912900,1
16,294967,458441,55743100,1
16,295995,458441,54650500,1
16,294711,458441,61727700,1
16,294671,458441,52023100,1
16,294745,458441,60852100,1
16,294581,458441,55113700,1
16,294333,458441,52091100,1
16,295148,458441,61362000,1
16,294885,458441,80201300,1
16,295017,458441,58855500,1
16,294873,458441,63306600,1
16,295277,458441,77028500,1
16,294583,458441,56403100,1
